Time,ForecastingTime,AirPressure,Temperature,Humidity,WindSpeed100m,WindSpeed10m,WindDirectionZonal,WindDirectionMeridional,PowerGeneration
0000-01-01 01:00:00,25,0.392238031735383,0.406112567568722,0.638134066157889,0.625094324705196,0.548931459342602,0.820775634938003,0.883540065509175,0.506969696969697
0000-01-01 02:00:00,26,0.379920280289848,0.405190302554162,0.61437740908875,0.628325059948505,0.563098759949431,0.812226681538714,0.890531034519085,0.579393939393939
0000-01-01 03:00:00,27,0.367602528844313,0.404268037539602,0.59062075201961,0.631555795191815,0.577266060556259,0.803525413653473,0.897331489642903,0.524848484848485
0000-01-01 04:00:00,28,0.360060956150771,0.401324759684494,0.598595818784986,0.629572668822325,0.582232700180683,0.791599366841448,0.906164743010648,0.543939393939394
0000-01-01 05:00:00,29,0.352519383457227,0.398381481829387,0.60657088555036,0.627589542452834,0.587199339805108,0.779416412862543,0.914640154021947,0.620606060606061
0000-01-01 06:00:00,30,0.344977810763686,0.395438203974279,0.614545952315735,0.625606416083344,0.592165979429532,0.766987285235646,0.922750255605649,0.560606060606061
0000-01-01 07:00:00,31,0.349916659747536,0.387720401887418,0.712660733813784,0.611256185614497,0.581390784736276,0.789262408882574,0.907832377316905,0.613636363636364
0000-01-01 08:00:00,32,0.354855508731382,0.380002599800555,0.810775515311831,0.59690595514565,0.57061559004302,0.810705932904524,0.891742023286111,0.612727272727273
0000-01-01 09:00:00,33,0.359794357715229,0.372284797713694,0.90889029680988,0.582555724676803,0.559840395349764,0.831256209396548,0.874525451610341,0.595454545454545
0000-01-01 10:00:00,34,0.36092853072067,0.374341866182384,0.927046238979329,0.558105414828814,0.533737029433385,0.831850306147307,0.873999150399196,0.522424242424242
0000-01-01 11:00:00,35,0.362062703726107,0.376398934651072,0.945202181148778,0.533655104980826,0.507633663517007,0.832443566709719,0.873471906794298,0.421515151515152
0000-01-01 12:00:00,36,0.363196876731548,0.378456003119761,0.963358123318228,0.509204795132837,0.481530297600628,0.833035989588902,0.872943722124182,0.512424242424242
0000-01-01 13:00:00,37,0.369708204623339,0.382482847483745,0.966324760917773,0.483857665188296,0.454006299165124,0.890007446683711,0.81288046422351,0.444545454545455
0000-01-01 14:00:00,38,0.376219532515126,0.386509691847728,0.969291398517317,0.458510535243755,0.42648230072962,0.936287486139325,0.744240100784911,0.47
0000-01-01 15:00:00,39,0.382730860406913,0.390536536211711,0.972258036116862,0.433163405299214,0.398958302294116,0.970607416471749,0.668904294952525,0.471515151515152
0000-01-01 16:00:00,40,0.404393112949059,0.385481157613383,0.963841672510538,0.438833042595804,0.40462336251708,0.996313573111073,0.560603976761301,0.513030303030303
0000-01-01 17:00:00,41,0.426055365491205,0.380425779015055,0.955425308904214,0.444502679892394,0.410288422740045,0.997422892411535,0.449300182467905,0.295151515151515
0000-01-01 18:00:00,42,0.447717618033351,0.375370400416727,0.947008945297889,0.450172317188984,0.415953482963009,0.973880397553302,0.34050902329741,0.294242424242424
0000-01-01 19:00:00,43,0.467120561799722,0.360908298202817,0.945978361775937,0.450739730790742,0.407032662774283,0.976221025348363,0.347640103361923,0.327878787878788
0000-01-01 20:00:00,44,0.486523505566091,0.346446195988907,0.944947778253984,0.451307144392499,0.398111842585556,0.978454349409579,0.354805513667913,0.347272727272727
0000-01-01 21:00:00,45,0.505926449332459,0.331984093774996,0.943917194732032,0.451874557994257,0.389191022396829,0.980579866516898,0.362003639681149,0.250606060606061
0000-01-01 22:00:00,46,0.521149671863642,0.32567625651492,0.948819359676001,0.448265182407355,0.388583555230725,0.987789813049534,0.390176948489681,0.304848484848485
0000-01-01 23:00:00,47,0.536372894394824,0.319368419254844,0.953721524619969,0.444655806820454,0.387976088064621,0.993349627637165,0.418721774881019,0.304242424242424
0000-01-02 00:00:00,24,0.560122748245788,0.317068449712361,0.943708876797771,0.460875361151151,0.424720494085033,0.999941356080121,0.507658067752896,0.31969696969697
0000-01-02 01:00:00,25,0.568879829060698,0.313453398575044,0.94204918805143,0.464836853783357,0.426382270438621,0.998698047656544,0.536059153049599,0.227575757575758
0000-01-02 02:00:00,26,0.577636909875608,0.309838347437726,0.940389499305089,0.468798346415564,0.428044046792209,0.995842612912132,0.564343671009985,0.193636363636364
0000-01-02 03:00:00,27,0.586393990690518,0.306223296300408,0.938729810558748,0.472759839047771,0.429705823145797,0.991384282524196,0.592420187130541,0.125454545454545
0000-01-02 04:00:00,28,0.601242167964924,0.312977084750653,0.943467998051101,0.459310850052459,0.424061052244587,0.996485327795185,0.559180437352772,0.165757575757576
